energy_trace,power_distribution,workflow,c_value,deadline_factor,shift_mode,task_ordering,AVERAGE_of_brown_energy_used,AVERAGE_of_green_energy_used,AVERAGE_of_makespan,AVERAGE_of_workflow_stretch
trace-1,inverted_exponential,bwa,0.8,4,none,runtime_ascending,2038486.91705328,57660.1299027897,88513,88513
trace-1,inverted_exponential,bwa,0.8,4,right-left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.8,4,right-left,power,0.0000000889,2096147.04695598,28976.8,28976.8
trace-1,inverted_exponential,bwa,0.8,4,right-left,runtime,0.0000000889,2096147.04695598,29248,29248
trace-1,inverted_exponential,bwa,0.8,4,right-left,runtime_ascending,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.8,8,left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.8,8,left,power,0.0000000528,2096147.04695602,55462.4,55462.4
trace-1,inverted_exponential,bwa,0.8,8,left,runtime,0.0000000889,2096147.04695598,32344.2,32344.2
trace-1,inverted_exponential,bwa,0.8,8,left,runtime_ascending,0.000000016,2096147.04695606,88533,88533
trace-1,inverted_exponential,bwa,0.8,8,none,energy,0.000000089,2096147.04695598,90431.4,90431.4
trace-1,inverted_exponential,bwa,0.8,8,none,power,0.0000000528,2096147.04695603,100928.4,100928.4
trace-1,inverted_exponential,bwa,0.8,8,none,runtime,0.000000089,2096147.04695598,119475,119475
trace-1,inverted_exponential,bwa,0.8,8,none,runtime_ascending,0.000000016,2096147.04695606,116763,116763
trace-1,inverted_exponential,bwa,0.8,8,right-left,energy,0.0000000889,2096147.04695598,22663,22663
trace-1,inverted_exponential,bwa,0.8,8,right-left,power,0.0000000528,2096147.04695602,55462.4,55462.4
trace-1,inverted_exponential,bwa,0.8,8,right-left,runtime,0.0000000889,2096147.04695598,32344.2,32344.2
trace-1,inverted_exponential,bwa,0.8,8,right-left,runtime_ascending,0.000000016,2096147.04695606,88533,88533
trace-1,inverted_exponential,cycles,0,2,left,energy,18275.9288278049,2699121.30292535,20550,20550
trace-1,inverted_exponential,cycles,0,2,left,power,33726.5827199594,2683670.6490321,20550,20550
trace-1,inverted_exponential,cycles,0,2,left,runtime,19632.7524413382,2697764.47931181,20550,20550
trace-1,inverted_exponential,cycles,0,2,left,runtime_ascending,33738.620254583,2683658.61149766,20550,20550
trace-1,inverted_exponential,cycles,0,2,none,energy,21764.6371230679,2695632.59463045,20550,20550
trace-1,inverted_exponential,cycles,0,2,none,power,79332.8747465753,2638064.35700695,20550,20550
trace-1,inverted_exponential,cycles,0,2,none,runtime,23007.7799586219,2694389.4517949,20550,20550
trace-1,inverted_exponential,cycles,0,2,none,runtime_ascending,85520.5893041921,2631876.64244823,20550,20550
trace-1,inverted_exponential,cycles,0,2,right-left,energy,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,2,right-left,power,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,2,right-left,runtime,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,2,right-left,runtime_ascending,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,4,left,energy,18275.9288278049,2699121.30292535,20550,20550
trace-1,inverted_exponential,cycles,0,4,left,power,33726.5827199594,2683670.6490321,20550,20550
trace-1,inverted_exponential,cycles,0,4,left,runtime,19632.7524413382,2697764.47931181,20550,20550
trace-1,inverted_exponential,cycles,0,4,left,runtime_ascending,33738.620254583,2683658.61149766,20550,20550
trace-1,inverted_exponential,cycles,0,4,none,energy,21764.6371230679,2695632.59463045,20550,20550
trace-1,inverted_exponential,cycles,0,4,none,power,79332.8747465753,2638064.35700695,20550,20550
trace-1,inverted_exponential,cycles,0,4,none,runtime,23007.7799586219,2694389.4517949,20550,20550
trace-1,inverted_exponential,cycles,0,4,none,runtime_ascending,85520.5893041921,2631876.64244823,20550,20550
trace-1,inverted_exponential,cycles,0,4,right-left,energy,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,4,right-left,power,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,4,right-left,runtime,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,4,right-left,runtime_ascending,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,8,left,energy,18275.9288278049,2699121.30292535,20550,20550
trace-1,inverted_exponential,cycles,0,8,left,power,33726.5827199594,2683670.6490321,20550,20550
trace-1,inverted_exponential,cycles,0,8,left,runtime,19632.7524413382,2697764.47931181,20550,20550
trace-1,inverted_exponential,cycles,0,8,left,runtime_ascending,33738.620254583,2683658.61149766,20550,20550
trace-1,inverted_exponential,cycles,0,8,none,energy,21764.6371230679,2695632.59463045,20550,20550
trace-1,inverted_exponential,cycles,0,8,none,power,79332.8747465753,2638064.35700695,20550,20550
trace-1,inverted_exponential,cycles,0,8,none,runtime,23007.7799586219,2694389.4517949,20550,20550
trace-1,inverted_exponential,cycles,0,8,none,runtime_ascending,85520.5893041921,2631876.64244823,20550,20550
trace-1,inverted_exponential,cycles,0,8,right-left,energy,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,8,right-left,power,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,8,right-left,runtime,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0,8,right-left,runtime_ascending,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0.5,2,left,energy,0.0000000275,2717397.23174891,28150.5,28150.5
trace-1,inverted_exponential,cycles,0.5,2,left,power,0.0000001719,2717397.23174878,22905.1,22905.1
trace-1,inverted_exponential,cycles,0.5,2,left,runtime,0.0000002355,2717397.23174926,28150.5,28150.5
trace-1,inverted_exponential,cycles,0.5,2,left,runtime_ascending,0.000000888,2717397.23175062,23558.8,23558.8
trace-1,inverted_exponential,cycles,0.5,2,none,energy,0.0000001577,2717397.23175044,35751,35751
trace-1,inverted_exponential,cycles,0.5,2,none,power,0.0000003851,2717397.23175022,29242.8,29242.8
trace-1,inverted_exponential,cycles,0.5,2,none,runtime,0.0000003355,2717397.23175081,35751,35751
trace-1,inverted_exponential,cycles,0.5,2,none,runtime_ascending,68.2234564681,2717329.00829504,27397,27397
trace-1,inverted_exponential,cycles,0.5,2,right-left,energy,0.0000000275,2717397.23174891,28180.5,28180.5
trace-1,inverted_exponential,cycles,0.5,2,right-left,power,0.0000001719,2717397.23174896,24425.2,24425.2
trace-1,inverted_exponential,cycles,0.5,2,right-left,runtime,0.0000002313,2717397.23174926,28180.5,28180.5
trace-1,inverted_exponential,cycles,0.5,2,right-left,runtime_ascending,0.0000009295,2717397.2317504,24003.5,24003.5
trace-1,inverted_exponential,cycles,0.5,4,left,energy,0.0000013288,2717397.23175109,20550,20550
trace-1,inverted_exponential,cycles,0.5,4,left,power,0.0000000117,2717397.23174874,27533.6,27533.6
trace-1,inverted_exponential,cycles,0.5,4,left,runtime,0.0000013258,2717397.23175091,20550,20550
trace-1,inverted_exponential,cycles,0.5,4,left,runtime_ascending,0.0000007663,2717397.23175056,28762.8,28762.8
trace-1,inverted_exponential,cycles,0.5,4,none,energy,28923.0043177821,2688474.22743352,86740,86740
trace-1,inverted_exponential,cycles,0.5,4,none,power,12210.4721485965,2705186.759602,51261.5,51261.5
trace-1,inverted_exponential,cycles,0.5,4,none,runtime,28923.0043178808,2688474.22743362,86740,86740
trace-1,inverted_exponential,cycles,0.5,4,none,runtime_ascending,0.0000008724,2717397.23175046,40407,40407
trace-1,inverted_exponential,cycles,0.5,4,right-left,energy,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0.5,4,right-left,power,0.0000000155,2717397.23174911,27533.6,27533.6
trace-1,inverted_exponential,cycles,0.5,4,right-left,runtime,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0.5,4,right-left,runtime_ascending,0.0000008412,2717397.2317503,30508.5,30508.5
trace-1,inverted_exponential,cycles,0.5,8,left,energy,0.0000000337,2717397.2317489,60765.5,60765.5
trace-1,inverted_exponential,cycles,0.5,8,left,power,0.0000000129,2717397.23174892,51246.3,51246.3
trace-1,inverted_exponential,cycles,0.5,8,left,runtime,0.0000002488,2717397.23174943,52722.4,52722.4
trace-1,inverted_exponential,cycles,0.5,8,left,runtime_ascending,0.0000007959,2717397.23175053,61036.5,61036.5
trace-1,inverted_exponential,cycles,0.5,8,none,energy,0.0000001439,2717397.23175045,100981,100981
trace-1,inverted_exponential,cycles,0.5,8,none,power,0.0000001606,2717397.23175025,98504.5,98504.5
trace-1,inverted_exponential,cycles,0.5,8,none,runtime,0.0000003371,2717397.23175098,100981,100981
trace-1,inverted_exponential,cycles,0.5,8,none,runtime_ascending,0.0000008689,2717397.23175064,100983,100983
trace-1,inverted_exponential,cycles,0.5,8,right-left,energy,0.0000000337,2717397.2317489,60795.5,60795.5
trace-1,inverted_exponential,cycles,0.5,8,right-left,power,0.0000000129,2717397.23174912,59289.4,59289.4
trace-1,inverted_exponential,cycles,0.5,8,right-left,runtime,0.0000002446,2717397.23174943,52752.4,52752.4
trace-1,inverted_exponential,cycles,0.5,8,right-left,runtime_ascending,0.0000008685,2717397.23175027,68839.8,68839.8
trace-1,inverted_exponential,cycles,0.8,2,left,energy,2294.0816016695,2715103.1501491,26721.5,26721.5
trace-1,inverted_exponential,cycles,0.8,2,left,power,0.0000000177,2717397.23174875,24522.9,24522.9
trace-1,inverted_exponential,cycles,0.8,2,left,runtime,1506.6781297397,2715890.55362122,25084.8,25084.8
trace-1,inverted_exponential,cycles,0.8,2,left,runtime_ascending,0.0000008023,2717397.23175052,26297,26297
trace-1,inverted_exponential,cycles,0.8,2,none,energy,7635.4445313348,2709761.78721981,35916.2,35916.2
trace-1,inverted_exponential,cycles,0.8,2,none,power,25.6321900202,2717371.59956004,31951.3,31951.3
trace-1,inverted_exponential,cycles,0.8,2,none,runtime,7635.4445315832,2709761.78722011,35666,35666
trace-1,inverted_exponential,cycles,0.8,2,none,runtime_ascending,0.0000008777,2717397.23175063,31504,31504
trace-1,inverted_exponential,cycles,0.8,2,right-left,energy,0.0000005632,2717397.23175003,26751.5,26751.5
trace-1,inverted_exponential,cycles,0.8,2,right-left,power,0.0000000216,2717397.23174911,24522.9,24522.9
trace-1,inverted_exponential,cycles,0.8,2,right-left,runtime,0.0000007024,2717397.23175007,25114.8,25114.8
trace-1,inverted_exponential,cycles,0.8,2,right-left,runtime_ascending,0.0000008628,2717397.23175028,26057,26057
trace-1,inverted_exponential,cycles,0.8,4,left,energy,0.0000013288,2717397.23175109,20550,20550
trace-1,inverted_exponential,cycles,0.8,4,left,power,0.0000011327,2717397.23175037,23023.3,23023.3
trace-1,inverted_exponential,cycles,0.8,4,left,runtime,0.0000013258,2717397.23175091,20550,20550
trace-1,inverted_exponential,cycles,0.8,4,left,runtime_ascending,0.0000011463,2717397.23175109,20974.4,20974.4
trace-1,inverted_exponential,cycles,0.8,4,none,energy,49210.0579283859,2668187.17382256,86740,86740
trace-1,inverted_exponential,cycles,0.8,4,none,power,26766.7193178088,2690630.51243225,82378.5,82378.5
trace-1,inverted_exponential,cycles,0.8,4,none,runtime,49210.0579285533,2668187.17382294,86740,86740
trace-1,inverted_exponential,cycles,0.8,4,none,runtime_ascending,26360.2900741554,2691036.94167735,86740,86740
trace-1,inverted_exponential,cycles,0.8,4,right-left,energy,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0.8,4,right-left,power,0.0000011366,2717397.23175073,23023.3,23023.3
trace-1,inverted_exponential,cycles,0.8,4,right-left,runtime,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0.8,4,right-left,runtime_ascending,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0.8,8,left,energy,0.0000013288,2717397.23175109,20550,20550
trace-1,inverted_exponential,cycles,0.8,8,left,power,0.0000000078,2717397.23174875,55229.2,55229.2
trace-1,inverted_exponential,cycles,0.8,8,left,runtime,0.0000013258,2717397.23175091,20550,20550
trace-1,inverted_exponential,cycles,0.8,8,left,runtime_ascending,0.000000738,2717397.23175042,67211.5,67211.5
trace-1,inverted_exponential,cycles,0.8,8,none,energy,1056.789379243,2716340.44237151,173480,173480
trace-1,inverted_exponential,cycles,0.8,8,none,power,117485.109375874,2599912.12237452,125454,125454
trace-1,inverted_exponential,cycles,0.8,8,none,runtime,1056.7893794277,2716340.44237205,173480,173480
trace-1,inverted_exponential,cycles,0.8,8,none,runtime_ascending,0.0000008078,2717397.23175053,113333,113333
trace-1,inverted_exponential,cycles,0.8,8,right-left,energy,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0.8,8,right-left,power,0.0000000078,2717397.23174911,65988.3,65988.3
trace-1,inverted_exponential,cycles,0.8,8,right-left,runtime,0.0000013446,2717397.23175107,20580,20580
trace-1,inverted_exponential,cycles,0.8,8,right-left,runtime_ascending,0.0000008029,2717397.23175017,57693.2,57693.2
trace-1,inverted_exponential,genome,0,2,left,energy,0.0000000443,7132517.61419495,21469,21469
trace-1,inverted_exponential,genome,0,2,left,power,0.0000000761,7132517.61419527,21469,21469
trace-1,inverted_exponential,genome,0,2,left,runtime,0.0000000934,7132517.61419454,21469,21469
trace-1,inverted_exponential,genome,0,2,left,runtime_ascending,0.0000001428,7132517.61419485,21469,21469
trace-1,inverted_exponential,genome,0,2,none,energy,0.0000001088,7132517.61419489,21469,21469
trace-1,inverted_exponential,genome,0,2,none,power,31186.7430373881,7101330.87115724,21469,21469
trace-1,inverted_exponential,genome,0,2,none,runtime,0.0000001579,7132517.61419448,21469,21469
trace-1,inverted_exponential,genome,0,2,none,runtime_ascending,231532.919770347,6900984.69442429,21469,21469
trace-1,inverted_exponential,genome,0,2,right-left,energy,0.0000000639,7132517.61419493,21469,21469
trace-1,inverted_exponential,genome,0,2,right-left,power,0.0000001815,7132517.61419517,21469,21469
trace-1,inverted_exponential,genome,0,2,right-left,runtime,0.0000000639,7132517.61419456,21469,21469
trace-1,inverted_exponential,genome,0,2,right-left,runtime_ascending,0.0000002307,7132517.61419512,21469,21469
trace-1,inverted_exponential,genome,0,4,left,energy,0.0000000443,7132517.61419495,21469,21469
trace-1,inverted_exponential,genome,0,4,left,power,0.0000000761,7132517.61419527,21469,21469
trace-1,inverted_exponential,genome,0,4,left,runtime,0.0000000934,7132517.61419454,21469,21469
trace-1,inverted_exponential,genome,0,4,left,runtime_ascending,0.0000001428,7132517.61419485,21469,21469
trace-1,inverted_exponential,genome,0,4,none,energy,0.0000001088,7132517.61419489,21469,21469
trace-1,inverted_exponential,genome,0,4,none,power,31186.7430373881,7101330.87115724,21469,21469
trace-1,inverted_exponential,genome,0,4,none,runtime,0.0000001579,7132517.61419448,21469,21469
trace-1,inverted_exponential,genome,0,4,none,runtime_ascending,231532.919770347,6900984.69442429,21469,21469
trace-1,inverted_exponential,genome,0,4,right-left,energy,0.0000000639,7132517.61419493,21469,21469
trace-1,inverted_exponential,genome,0,4,right-left,power,0.0000001815,7132517.61419517,21469,21469
trace-1,inverted_exponential,genome,0,4,right-left,runtime,0.0000000639,7132517.61419456,21469,21469
trace-1,inverted_exponential,genome,0,4,right-left,runtime_ascending,0.0000002307,7132517.61419512,21469,21469
trace-1,inverted_exponential,genome,0,8,left,energy,0.0000000443,7132517.61419495,21469,21469
trace-1,inverted_exponential,genome,0,8,left,power,0.0000000761,7132517.61419527,21469,21469
trace-1,inverted_exponential,genome,0,8,left,runtime,0.0000000934,7132517.61419454,21469,21469
trace-1,inverted_exponential,genome,0,8,left,runtime_ascending,0.0000001428,7132517.61419485,21469,21469
trace-1,inverted_exponential,genome,0,8,none,energy,0.0000001088,7132517.61419489,21469,21469
trace-1,inverted_exponential,genome,0,8,none,power,31186.7430373881,7101330.87115724,21469,21469
trace-1,inverted_exponential,genome,0,8,none,runtime,0.0000001579,7132517.61419448,21469,21469
trace-1,inverted_exponential,genome,0,8,none,runtime_ascending,231532.919770347,6900984.69442429,21469,21469
trace-1,inverted_exponential,genome,0,8,right-left,energy,0.0000000639,7132517.61419493,21469,21469
trace-1,inverted_exponential,genome,0,8,right-left,power,0.0000001815,7132517.61419517,21469,21469
trace-1,inverted_exponential,genome,0,8,right-left,runtime,0.0000000639,7132517.61419456,21469,21469
trace-1,inverted_exponential,genome,0,8,right-left,runtime_ascending,0.0000002307,7132517.61419512,21469,21469
trace-1,inverted_exponential,genome,0.5,2,left,energy,0.0000000407,7132517.61419495,25399,25399
trace-1,inverted_exponential,genome,0.5,2,left,power,0.0000000461,7132517.6141953,26709,26709
trace-1,inverted_exponential,genome,0.5,2,left,runtime,0.0000000933,7132517.6141949,24823,24823
trace-1,inverted_exponential,genome,0.5,2,left,runtime_ascending,0.0000001502,7132517.61419484,24050.3,24050.3
trace-1,inverted_exponential,genome,0.5,2,none,energy,0.0000000989,7132517.6141949,34185,34185
trace-1,inverted_exponential,genome,0.5,2,none,power,0.0000001264,7132517.6141945,33745.8,33745.8
trace-1,inverted_exponential,genome,0.5,2,none,runtime,0.0000001434,7132517.61419485,32649,32649
trace-1,inverted_exponential,genome,0.5,2,none,runtime_ascending,4212.6637427438,7128304.9504519,35384.7,35384.7
trace-1,inverted_exponential,genome,0.5,2,right-left,energy,0.0000000746,7132517.61419492,27827,27827
trace-1,inverted_exponential,genome,0.5,2,right-left,power,0.0000000484,7132517.61419494,28905.6,28905.6
trace-1,inverted_exponential,genome,0.5,2,right-left,runtime,0.0000000607,7132517.61419493,27059,27059
trace-1,inverted_exponential,genome,0.5,2,right-left,runtime_ascending,0.0000001114,7132517.61419488,24201.2,24201.2
trace-1,inverted_exponential,genome,0.5,4,left,energy,0.0000000263,7132517.61419497,50896.2,50896.2
trace-1,inverted_exponential,genome,0.5,4,left,power,0.0000000637,7132517.61419528,43572.4,43572.4
trace-1,inverted_exponential,genome,0.5,4,left,runtime,0.0000000773,7132517.61419491,43539.4,43539.4
trace-1,inverted_exponential,genome,0.5,4,left,runtime_ascending,0.0000001482,7132517.61419484,29899.7,29899.7
trace-1,inverted_exponential,genome,0.5,4,none,energy,0.0000000538,7132517.61419494,95037,95037
trace-1,inverted_exponential,genome,0.5,4,none,power,0.0000002478,7132517.61419475,89278.1,89278.1
trace-1,inverted_exponential,genome,0.5,4,none,runtime,0.0000001182,7132517.61419523,95037,95037
