energy_trace,power_distribution,workflow,c_value,deadline_factor,shift_mode,task_ordering,AVERAGE_of_brown_energy_used,AVERAGE_of_green_energy_used,AVERAGE_of_makespan,AVERAGE_of_workflow_stretch
trace-3,inverted_exponential,cycles,0.8,2,right-left,energy,491490.819088447,2225906.41266233,43370,43370
trace-3,inverted_exponential,cycles,0.8,2,right-left,power,491490.819088447,2225906.41266233,43370,43370
trace-3,inverted_exponential,cycles,0.8,2,right-left,runtime,491490.819088447,2225906.41266233,43370,43370
trace-3,inverted_exponential,cycles,0.8,2,right-left,runtime_ascending,491490.819088447,2225906.41266233,43370,43370
trace-3,inverted_exponential,cycles,0.8,4,left,energy,482655.884025952,2234741.34772427,46025.1,46025.1
trace-3,inverted_exponential,cycles,0.8,4,left,power,1004038.37897276,1713358.85277912,45602.3,45602.3
trace-3,inverted_exponential,cycles,0.8,4,left,runtime,444486.505893184,2272910.72585778,46509,46509
trace-3,inverted_exponential,cycles,0.8,4,left,runtime_ascending,1300263.08585274,1417134.14589786,45319.1,45319.1
trace-3,inverted_exponential,cycles,0.8,4,none,energy,534391.283671127,2183005.9480791,72628,72628
trace-3,inverted_exponential,cycles,0.8,4,none,power,1069650.0506143,1647747.18113648,62798.9,62798.9
trace-3,inverted_exponential,cycles,0.8,4,none,runtime,499130.023823557,2218267.2079263,72628,72628
trace-3,inverted_exponential,cycles,0.8,4,none,runtime_ascending,1448966.82836933,1268430.40338163,57820,57820
trace-3,inverted_exponential,cycles,0.8,4,right-left,energy,0.0000014859,2717397.23175094,47863.2,20863.2
trace-3,inverted_exponential,cycles,0.8,4,right-left,power,0.0000014859,2717397.23175094,47863.2,20863.2
trace-3,inverted_exponential,cycles,0.8,4,right-left,runtime,0.0000014859,2717397.23175094,47863.2,20863.2
trace-3,inverted_exponential,cycles,0.8,4,right-left,runtime_ascending,0.0000014859,2717397.23175094,47863.2,20863.2
trace-3,inverted_exponential,cycles,0.8,8,left,energy,0.0000001624,2717397.2317488,90862.6,63862.6
trace-3,inverted_exponential,cycles,0.8,8,left,power,520786.16752357,2196611.06422501,53255.8,42455.8
trace-3,inverted_exponential,cycles,0.8,8,left,runtime,0.0000005057,2717397.23174937,82100,55100
trace-3,inverted_exponential,cycles,0.8,8,left,runtime_ascending,908049.57512943,1809347.65662208,46188.4,46188.4
trace-3,inverted_exponential,cycles,0.8,8,none,energy,0.0000002201,2717397.23175021,134175.2,107175.2
trace-3,inverted_exponential,cycles,0.8,8,none,power,522503.973595493,2194893.25815291,129165.3,118365.3
trace-3,inverted_exponential,cycles,0.8,8,none,runtime,0.0000005181,2717397.23175064,133925,106925
trace-3,inverted_exponential,cycles,0.8,8,none,runtime_ascending,913910.345602947,1803486.8861471,128881,128881
trace-3,inverted_exponential,cycles,0.8,8,right-left,energy,0.0000001624,2717397.23174878,91005.3,64005.3
trace-3,inverted_exponential,cycles,0.8,8,right-left,power,0.0000012803,2717397.2317506,54486.8,27486.8
trace-3,inverted_exponential,cycles,0.8,8,right-left,runtime,0.0000005057,2717397.23174954,82284.4,55284.4
trace-3,inverted_exponential,cycles,0.8,8,right-left,runtime_ascending,0.0000014859,2717397.23175094,47863.2,20863.2
trace-3,inverted_exponential,genome,0,2,left,energy,1995166.23219675,5137351.38199714,44153.8,41453.8
trace-3,inverted_exponential,genome,0,2,left,power,2566752.33483775,4565765.2793587,42167.9,31367.9
trace-3,inverted_exponential,genome,0,2,left,runtime,1825760.59155485,5306757.02263976,43423,43423
trace-3,inverted_exponential,genome,0,2,left,runtime_ascending,5028469.89410477,2104047.7200906,37249.1,37249.1
trace-3,inverted_exponential,genome,0,2,none,energy,2000915.42026591,5131602.19392907,44153.8,41453.8
trace-3,inverted_exponential,genome,0,2,none,power,2567262.90264468,4565254.71155177,42167.9,31367.9
trace-3,inverted_exponential,genome,0,2,none,runtime,1825760.59155485,5306757.02264012,43423,43423
trace-3,inverted_exponential,genome,0,2,none,runtime_ascending,5039677.23285924,2092840.38133685,37251,37251
trace-3,inverted_exponential,genome,0,2,right-left,energy,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,2,right-left,power,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,2,right-left,runtime,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,2,right-left,runtime_ascending,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,4,left,energy,1995166.23219675,5137351.38199714,44153.8,41453.8
trace-3,inverted_exponential,genome,0,4,left,power,2566752.33483775,4565765.2793587,42167.9,31367.9
trace-3,inverted_exponential,genome,0,4,left,runtime,1825760.59155485,5306757.02263976,43423,43423
trace-3,inverted_exponential,genome,0,4,left,runtime_ascending,5028469.89410477,2104047.7200906,37249.1,37249.1
trace-3,inverted_exponential,genome,0,4,none,energy,2000915.42026591,5131602.19392907,44153.8,41453.8
trace-3,inverted_exponential,genome,0,4,none,power,2567262.90264468,4565254.71155177,42167.9,31367.9
trace-3,inverted_exponential,genome,0,4,none,runtime,1825760.59155485,5306757.02264012,43423,43423
trace-3,inverted_exponential,genome,0,4,none,runtime_ascending,5039677.23285924,2092840.38133685,37251,37251
trace-3,inverted_exponential,genome,0,4,right-left,energy,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,4,right-left,power,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,4,right-left,runtime,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,4,right-left,runtime_ascending,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,8,left,energy,1995166.23219675,5137351.38199714,44153.8,41453.8
trace-3,inverted_exponential,genome,0,8,left,power,2566752.33483775,4565765.2793587,42167.9,31367.9
trace-3,inverted_exponential,genome,0,8,left,runtime,1825760.59155485,5306757.02263976,43423,43423
trace-3,inverted_exponential,genome,0,8,left,runtime_ascending,5028469.89410477,2104047.7200906,37249.1,37249.1
trace-3,inverted_exponential,genome,0,8,none,energy,2000915.42026591,5131602.19392907,44153.8,41453.8
trace-3,inverted_exponential,genome,0,8,none,power,2567262.90264468,4565254.71155177,42167.9,31367.9
trace-3,inverted_exponential,genome,0,8,none,runtime,1825760.59155485,5306757.02264012,43423,43423
trace-3,inverted_exponential,genome,0,8,none,runtime_ascending,5039677.23285924,2092840.38133685,37251,37251
trace-3,inverted_exponential,genome,0,8,right-left,energy,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,8,right-left,power,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,8,right-left,runtime,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0,8,right-left,runtime_ascending,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.5,2,left,energy,4917219.38902863,2215298.2251671,39328,39328
trace-3,inverted_exponential,genome,0.5,2,left,power,4983571.27040293,2148946.34379426,37390.5,37390.5
trace-3,inverted_exponential,genome,0.5,2,left,runtime,4854055.86554908,2278461.74864592,40010,40010
trace-3,inverted_exponential,genome,0.5,2,left,runtime_ascending,5072414.91985874,2060102.69433699,37299,37299
trace-3,inverted_exponential,genome,0.5,2,none,energy,4923803.27324246,2208714.34095326,40042.7,40042.7
trace-3,inverted_exponential,genome,0.5,2,none,power,4988354.37980123,2144163.23439596,38524.6,38524.6
trace-3,inverted_exponential,genome,0.5,2,none,runtime,4860807.04031713,2271710.57387859,40160,40160
trace-3,inverted_exponential,genome,0.5,2,none,runtime_ascending,5072618.78844232,2059898.82575378,37299,37299
trace-3,inverted_exponential,genome,0.5,2,right-left,energy,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.5,2,right-left,power,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.5,2,right-left,runtime,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.5,2,right-left,runtime_ascending,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.5,4,left,energy,1563594.75105122,5568922.86314523,44752.4,42052.4
trace-3,inverted_exponential,genome,0.5,4,left,power,2377027.83589163,4755489.77830335,46529,35729
trace-3,inverted_exponential,genome,0.5,4,left,runtime,1478337.78985185,5654179.82434313,43423,43423
trace-3,inverted_exponential,genome,0.5,4,left,runtime_ascending,4914729.30765025,2217788.30654584,37372.5,37372.5
trace-3,inverted_exponential,genome,0.5,4,none,energy,1743521.38257707,5388996.23161937,64580.8,61880.8
trace-3,inverted_exponential,genome,0.5,4,none,power,2382296.16360023,4750221.45059547,58313.4,47513.4
trace-3,inverted_exponential,genome,0.5,4,none,runtime,1601747.72599834,5530769.88819701,64608,64608
trace-3,inverted_exponential,genome,0.5,4,none,runtime_ascending,4937452.62076356,2195064.99343181,57581.5,57581.5
trace-3,inverted_exponential,genome,0.5,4,right-left,energy,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.5,4,right-left,power,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.5,4,right-left,runtime,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.5,4,right-left,runtime_ascending,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.5,8,left,energy,4628.9930420482,7127888.6211533,63460.8,36522.5
trace-3,inverted_exponential,genome,0.5,8,left,power,322516.071289561,6810001.54290473,62501.9,38257.5
trace-3,inverted_exponential,genome,0.5,8,left,runtime,0.0000001977,7132517.61419479,65375.2,38375.2
trace-3,inverted_exponential,genome,0.5,8,left,runtime_ascending,4144536.77559009,2987980.83860563,43233.8,43233.8
trace-3,inverted_exponential,genome,0.5,8,none,energy,10068.9893962003,7122448.62479879,122937,98696.3
trace-3,inverted_exponential,genome,0.5,8,none,power,336811.125179919,6795706.48901573,117692.5,93448.1
trace-3,inverted_exponential,genome,0.5,8,none,runtime,16020.7397195069,7116496.87447548,122937,95941.9
trace-3,inverted_exponential,genome,0.5,8,none,runtime_ascending,4351185.42488501,2781332.18931034,117221,117221
trace-3,inverted_exponential,genome,0.5,8,right-left,energy,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.5,8,right-left,power,0.0000000625,7132517.6141946,65496.6,38496.6
trace-3,inverted_exponential,genome,0.5,8,right-left,runtime,0.0000000847,7132517.6141949,70817.4,43817.4
trace-3,inverted_exponential,genome,0.5,8,right-left,runtime_ascending,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.8,2,left,energy,4869745.28357307,2262772.33062228,42079.1,42079.1
trace-3,inverted_exponential,genome,0.8,2,left,power,4853566.54989835,2278951.06429627,41915.2,41915.2
trace-3,inverted_exponential,genome,0.8,2,left,runtime,4864830.93389324,2267686.68030211,42583,42583
trace-3,inverted_exponential,genome,0.8,2,left,runtime_ascending,4896369.84669895,2236147.76749641,42429,42429
trace-3,inverted_exponential,genome,0.8,2,none,energy,4869745.28357307,2262772.33062227,42383.2,42383.2
trace-3,inverted_exponential,genome,0.8,2,none,power,4860298.81842582,2272218.79576954,42444.4,42444.4
trace-3,inverted_exponential,genome,0.8,2,none,runtime,4864830.93389324,2267686.68030211,42583,42583
trace-3,inverted_exponential,genome,0.8,2,none,runtime_ascending,4904796.41349777,2227721.20069833,42429,42429
trace-3,inverted_exponential,genome,0.8,2,right-left,energy,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.8,2,right-left,power,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.8,2,right-left,runtime,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.8,2,right-left,runtime_ascending,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.8,4,left,energy,1319467.31360255,5813050.30059206,46573.1,43925.2
trace-3,inverted_exponential,genome,0.8,4,left,power,1766457.15853088,5366060.45566374,45418.8,32185.9
trace-3,inverted_exponential,genome,0.8,4,left,runtime,563496.318097857,6569021.29609675,49841.4,49841.4
trace-3,inverted_exponential,genome,0.8,4,left,runtime_ascending,5009759.76949544,2122757.84470064,37314.1,37314.1
trace-3,inverted_exponential,genome,0.8,4,none,energy,2060853.96058993,5071663.65360506,78100.3,78100.3
trace-3,inverted_exponential,genome,0.8,4,none,power,2273059.92795753,4859457.68623783,73991.2,60498.4
trace-3,inverted_exponential,genome,0.8,4,none,runtime,1264761.69154023,5867755.92265548,78458,78458
trace-3,inverted_exponential,genome,0.8,4,none,runtime_ascending,5014249.74762742,2118267.86656903,72432,72432
trace-3,inverted_exponential,genome,0.8,4,right-left,energy,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.8,4,right-left,power,0.0000000946,7132517.61419525,49150.6,22150.6
trace-3,inverted_exponential,genome,0.8,4,right-left,runtime,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.8,4,right-left,runtime_ascending,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.8,8,left,energy,4471.7549565282,7128045.85923882,48789,21791.4
trace-3,inverted_exponential,genome,0.8,8,left,power,321134.267027914,6811383.34716703,73722.9,49422.9
trace-3,inverted_exponential,genome,0.8,8,left,runtime,0.0000002273,7132517.61419476,50481.6,23481.6
trace-3,inverted_exponential,genome,0.8,8,left,runtime_ascending,4144536.77559009,2987980.83860563,43233.8,43233.8
trace-3,inverted_exponential,genome,0.8,8,none,energy,36895.8898440137,7095621.72435132,137301.8,113001.8
trace-3,inverted_exponential,genome,0.8,8,none,power,334858.510653413,6797659.10354221,134438.2,110138.2
trace-3,inverted_exponential,genome,0.8,8,none,runtime,71514.0077315656,7061003.60646342,137109,110113.9
trace-3,inverted_exponential,genome,0.8,8,none,runtime_ascending,4351185.42488501,2781332.18931034,134879.8,134879.8
trace-3,inverted_exponential,genome,0.8,8,right-left,energy,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.8,8,right-left,power,0.0000000751,7132517.61419526,73759.8,46759.8
trace-3,inverted_exponential,genome,0.8,8,right-left,runtime,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,genome,0.8,8,right-left,runtime_ascending,0.0000001134,7132517.61419524,48477,21477
trace-3,inverted_exponential,montage,0,2,left,energy,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0,2,left,power,4075675.35303888,2165569.97079145,33746,27419
trace-3,inverted_exponential,montage,0,2,left,runtime,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0,2,left,runtime_ascending,6224554.54968165,16690.7741464489,27999,27999
trace-3,inverted_exponential,montage,0,2,none,energy,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0,2,none,power,4076021.83959285,2165223.48424324,33746,27419
trace-3,inverted_exponential,montage,0,2,none,runtime,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0,2,none,runtime_ascending,6224554.54968695,16690.7741532167,27999,27999
trace-3,inverted_exponential,montage,0,2,right-left,energy,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0,2,right-left,power,944213.141997834,5297032.18183676,41752,20662
trace-3,inverted_exponential,montage,0,2,right-left,runtime,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0,2,right-left,runtime_ascending,944213.141997834,5297032.18183676,41752,20662
trace-3,inverted_exponential,montage,0,4,left,energy,0.0000000257,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0,4,left,power,3739570.70622193,2501674.61760913,35519,27419
trace-3,inverted_exponential,montage,0,4,left,runtime,0.0000000222,6241245.32383439,47662,20662
trace-3,inverted_exponential,montage,0,4,left,runtime_ascending,6224554.54968165,16690.7741464489,27999,27999
trace-3,inverted_exponential,montage,0,4,none,energy,0.0000000447,6241245.32383436,47662,20662
trace-3,inverted_exponential,montage,0,4,none,power,3739917.1927759,2501328.13106092,35519,27419
trace-3,inverted_exponential,montage,0,4,none,runtime,0.0000000389,6241245.32383437,47662,20662
trace-3,inverted_exponential,montage,0,4,none,runtime_ascending,6224554.54968695,16690.7741532167,27999,27999
trace-3,inverted_exponential,montage,0,4,right-left,energy,0.0000000257,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0,4,right-left,power,0.0000000249,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0,4,right-left,runtime,0.0000000222,6241245.32383439,47662,20662
trace-3,inverted_exponential,montage,0,4,right-left,runtime_ascending,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0,8,left,energy,0.0000000257,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0,8,left,power,3739570.70622193,2501674.61760913,35519,27419
trace-3,inverted_exponential,montage,0,8,left,runtime,0.0000000222,6241245.32383439,47662,20662
trace-3,inverted_exponential,montage,0,8,left,runtime_ascending,6224554.54968165,16690.7741464489,27999,27999
trace-3,inverted_exponential,montage,0,8,none,energy,0.0000000447,6241245.32383436,47662,20662
trace-3,inverted_exponential,montage,0,8,none,power,3739917.1927759,2501328.13106092,35519,27419
trace-3,inverted_exponential,montage,0,8,none,runtime,0.0000000389,6241245.32383437,47662,20662
trace-3,inverted_exponential,montage,0,8,none,runtime_ascending,6224554.54968695,16690.7741532167,27999,27999
trace-3,inverted_exponential,montage,0,8,right-left,energy,0.0000000257,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0,8,right-left,power,0.0000000249,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0,8,right-left,runtime,0.0000000222,6241245.32383439,47662,20662
trace-3,inverted_exponential,montage,0,8,right-left,runtime_ascending,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.5,2,left,energy,5806892.20099513,434353.122839277,34275.1,34275.1
trace-3,inverted_exponential,montage,0.5,2,left,power,5766603.93616502,474641.387669754,31446.9,31446.9
trace-3,inverted_exponential,montage,0.5,2,left,runtime,5806828.5417947,434416.782039706,34697.8,34697.8
trace-3,inverted_exponential,montage,0.5,2,left,runtime_ascending,6224554.54968168,16690.7741527279,27999,27999
trace-3,inverted_exponential,montage,0.5,2,none,energy,5806892.20099513,434353.122839277,37234,37234
trace-3,inverted_exponential,montage,0.5,2,none,power,5766765.90370208,474479.420132328,32805.6,32805.6
trace-3,inverted_exponential,montage,0.5,2,none,runtime,5806828.5417947,434416.782039705,37234,37234
trace-3,inverted_exponential,montage,0.5,2,none,runtime_ascending,6224554.54968168,16690.7741527279,27999,27999
trace-3,inverted_exponential,montage,0.5,2,right-left,energy,944213.141997834,5297032.18183676,41752,20662
trace-3,inverted_exponential,montage,0.5,2,right-left,power,944213.141997834,5297032.18183676,41752,20662
trace-3,inverted_exponential,montage,0.5,2,right-left,runtime,944213.141997834,5297032.18183676,41752,20662
trace-3,inverted_exponential,montage,0.5,2,right-left,runtime_ascending,944213.141997834,5297032.18183676,41752,20662
trace-3,inverted_exponential,montage,0.5,4,left,energy,0.0000000281,6241245.32383438,56134,29134
trace-3,inverted_exponential,montage,0.5,4,left,power,3685363.06076734,2555882.26306743,43243.8,35143.8
trace-3,inverted_exponential,montage,0.5,4,left,runtime,0.0000000281,6241245.32383438,56134,29134
trace-3,inverted_exponential,montage,0.5,4,left,runtime_ascending,5802792.94141746,438452.382416948,37349.4,37349.4
trace-3,inverted_exponential,montage,0.5,4,none,energy,0.0000000296,6241245.32383438,68842,41842
trace-3,inverted_exponential,montage,0.5,4,none,power,3685670.79795652,2555574.52587788,55485.9,47385.9
trace-3,inverted_exponential,montage,0.5,4,none,runtime,0.0000000296,6241245.32383438,68842,41842
trace-3,inverted_exponential,montage,0.5,4,none,runtime_ascending,5802792.94141746,438452.382416947,47449,47449
trace-3,inverted_exponential,montage,0.5,4,right-left,energy,0.0000000281,6241245.32383438,56134,29134
trace-3,inverted_exponential,montage,0.5,4,right-left,power,0.0000000303,6241245.32383438,49056.9,22056.9
trace-3,inverted_exponential,montage,0.5,4,right-left,runtime,0.0000000281,6241245.32383438,56134,29134
trace-3,inverted_exponential,montage,0.5,4,right-left,runtime_ascending,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.5,8,left,energy,0.0000000265,6241245.32383438,84195.2,57195.2
trace-3,inverted_exponential,montage,0.5,8,left,power,3050587.14520379,3190658.17863025,62757.8,51375.4
trace-3,inverted_exponential,montage,0.5,8,left,runtime,0.0000000258,6241245.32383438,93328.5,66328.5
trace-3,inverted_exponential,montage,0.5,8,left,runtime_ascending,5802792.94141746,438452.382416948,57453.9,57453.9
trace-3,inverted_exponential,montage,0.5,8,none,energy,19.9363979574,6241225.38743645,136710.6,109710.6
trace-3,inverted_exponential,montage,0.5,8,none,power,3051740.13093931,3189505.19289546,109517.8,98135.4
trace-3,inverted_exponential,montage,0.5,8,none,runtime,0.0000000273,6241245.32383438,138995,111995
trace-3,inverted_exponential,montage,0.5,8,none,runtime_ascending,5802792.94141746,438452.382416948,114464,114464
trace-3,inverted_exponential,montage,0.5,8,right-left,energy,0.0000000265,6241245.32383438,84195.2,57195.2
trace-3,inverted_exponential,montage,0.5,8,right-left,power,0.00000003,6241245.32383438,61067,34067
trace-3,inverted_exponential,montage,0.5,8,right-left,runtime,0.0000000258,6241245.32383438,93328.5,66328.5
trace-3,inverted_exponential,montage,0.5,8,right-left,runtime_ascending,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.8,2,left,energy,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0.8,2,left,power,4227466.16604994,2013779.15778375,37457.8,31130.8
trace-3,inverted_exponential,montage,0.8,2,left,runtime,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0.8,2,left,runtime_ascending,5819106.29269714,422139.031137268,31119.9,31119.9
trace-3,inverted_exponential,montage,0.8,2,none,energy,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0.8,2,none,power,4227466.16604994,2013779.15778375,38038,31711
trace-3,inverted_exponential,montage,0.8,2,none,runtime,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0.8,2,none,runtime_ascending,5819106.29269714,422139.031137268,31911,31911
trace-3,inverted_exponential,montage,0.8,2,right-left,energy,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0.8,2,right-left,power,944213.141997834,5297032.18183676,41752,20662
trace-3,inverted_exponential,montage,0.8,2,right-left,runtime,944213.141997814,5297032.18183677,41752,20662
trace-3,inverted_exponential,montage,0.8,2,right-left,runtime_ascending,944213.141997834,5297032.18183676,41752,20662
trace-3,inverted_exponential,montage,0.8,4,left,energy,5718874.46375965,522370.860075127,33125,33125
trace-3,inverted_exponential,montage,0.8,4,left,power,4561618.99470176,1679626.32913301,39678.4,34892
trace-3,inverted_exponential,montage,0.8,4,left,runtime,5803008.59949542,438236.724338991,33021,33021
trace-3,inverted_exponential,montage,0.8,4,left,runtime_ascending,5802792.94141746,438452.382416948,35546,35546
trace-3,inverted_exponential,montage,0.8,4,none,energy,5719184.62720489,522060.696629514,73522.5,73522.5
trace-3,inverted_exponential,montage,0.8,4,none,power,4563989.47678315,1677255.84705126,64390.2,59603.8
trace-3,inverted_exponential,montage,0.8,4,none,runtime,5803008.59949542,438236.724338989,73608,73608
trace-3,inverted_exponential,montage,0.8,4,none,runtime_ascending,5802792.94141746,438452.382416947,58271,58271
trace-3,inverted_exponential,montage,0.8,4,right-left,energy,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.8,4,right-left,power,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.8,4,right-left,runtime,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.8,4,right-left,runtime_ascending,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.8,8,left,energy,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.8,8,left,power,2644758.72072569,3596486.60310908,40352.4,29641.4
trace-3,inverted_exponential,montage,0.8,8,left,runtime,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.8,8,left,runtime_ascending,4511484.08563527,1729761.23819987,35069,35069
trace-3,inverted_exponential,montage,0.8,8,none,energy,12301.9543279687,6228943.36950644,152094.9,125094.9
trace-3,inverted_exponential,montage,0.8,8,none,power,2843363.57032748,3397881.75350875,132814.3,122103.3
trace-3,inverted_exponential,montage,0.8,8,none,runtime,12277.750902466,6228967.57293194,152808,125808
trace-3,inverted_exponential,montage,0.8,8,none,runtime_ascending,4584481.63746102,1656763.68637339,114699,114699
trace-3,inverted_exponential,montage,0.8,8,right-left,energy,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.8,8,right-left,power,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.8,8,right-left,runtime,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,montage,0.8,8,right-left,runtime_ascending,0.000000031,6241245.32383438,47662,20662
trace-3,inverted_exponential,seismology,0,2,left,energy,795744.951315848,29003132.8344249,45676,22838
trace-3,inverted_exponential,seismology,0,2,left,power,14211113.628455,15587764.1572857,36608,25189
trace-3,inverted_exponential,seismology,0,2,left,runtime,795744.951315848,29003132.8344249,45676,22838
trace-3,inverted_exponential,seismology,0,2,left,runtime_ascending,29797237.7911396,1639.9946012188,27540,27540
trace-3,inverted_exponential,seismology,0,2,none,energy,795744.951315848,29003132.8344249,45676,22838
trace-3,inverted_exponential,seismology,0,2,none,power,15452078.985597,14346798.8001438,36608,25189
trace-3,inverted_exponential,seismology,0,2,none,runtime,795744.951315848,29003132.8344249,45676,22838
trace-3,inverted_exponential,seismology,0,2,none,runtime_ascending,29797237.7911396,1639.9946012188,27540,27540
trace-3,inverted_exponential,seismology,0,2,right-left,energy,795744.951315848,29003132.8344249,45676,22838
trace-3,inverted_exponential,seismology,0,2,right-left,power,795744.951315848,29003132.8344249,45676,22838
trace-3,inverted_exponential,seismology,0,2,right-left,runtime,795744.951315848,29003132.8344249,45676,22838
trace-3,inverted_exponential,seismology,0,2,right-left,runtime_ascending,795744.951315848,29003132.8344249,45676,22838
trace-3,inverted_exponential,seismology,0,4,left,energy,0.0000000182,29798877.7857407,49860.5,22860.5
trace-3,inverted_exponential,seismology,0,4,left,power,13760235.534334,16038642.2514068,42675,29175
trace-3,inverted_exponential,seismology,0,4,left,runtime,0.0000000182,29798877.7857407,49860.5,22860.5
trace-3,inverted_exponential,seismology,0,4,left,runtime_ascending,29797237.7911396,1639.9946012188,27540,27540
trace-3,inverted_exponential,seismology,0,4,none,energy,0.0000000182,29798877.7857407,49860.5,22860.5
trace-3,inverted_exponential,seismology,0,4,none,power,13760235.534334,16038642.2514068,42675,29175
trace-3,inverted_exponential,seismology,0,4,none,runtime,0.0000000182,29798877.7857407,49860.5,22860.5
trace-3,inverted_exponential,seismology,0,4,none,runtime_ascending,29797237.7911396,1639.9946012188,27540,27540
trace-3,inverted_exponential,seismology,0,4,right-left,energy,0.0000000182,29798877.7857407,57810,30810
trace-3,inverted_exponential,seismology,0,4,right-left,power,0.0000000182,29798877.7857407,57810,30810
trace-3,inverted_exponential,seismology,0,4,right-left,runtime,0.0000000182,29798877.7857407,57810,30810
trace-3,inverted_exponential,seismology,0,4,right-left,runtime_ascending,0.0000000182,29798877.7857407,57810,30810
trace-3,inverted_exponential,seismology,0,8,left,energy,0.0000000182,29798877.7857407,49860.5,22860.5
trace-3,inverted_exponential,seismology,0,8,left,power,13760235.534334,16038642.2514068,42675,29175
trace-3,inverted_exponential,seismology,0,8,left,runtime,0.0000000182,29798877.7857407,49860.5,22860.5
